query,context,answer,expected_output,tfft,e2e_latency,itl,tps,retriever_time,input_context_size,output_tokens_size
What does Mrs. Tittlemouse keep beside her bed?,"Tittlemouse is a ""most terribly tidy little mouse always sweeping and dusting the soft sandy floors"" in the ""yards and yards"" of passages and storerooms, nut-cellars, and seed-cellars in her ""funny house"" amongst the roots of a hedge. She has a kitchen, a parlour, a pantry, a larder, and a bedroom where she keeps her dust-pan and brush next to her little box bed.
He discovers a butterfly in the sugar bowl, but when he finds the bees, he makes a big mess pulling out their nest. Mrs. Tittlemouse fears she ""shall go distracted"" as a result of the turmoil and takes refuge in the nut-cellar. When she finally ventures forth, she discovers everybody has left but her house is a mess. She takes some moss, beeswax, and twigs to partly close up her front door to keep Mr.
Tiggy-winkle [is] nothing but a HEDGEHOG!""
The narrator tells the reader that some thought Lucie had fallen asleep on the stile and dreamed the encounter, but if so, then how could she have three clean handkerchiefs and a laundered pinafore? ""Besides,"" the narrator assures the reader, ""I have seen that door into the back of the hill called Catbells – and besides I am very well acquainted with dear Mrs.
Mrs. Tittlemouse is a tale in which no humans play a part and one in which events are treated as though they have occurred since time immemorial and far from human observance. It is a simple story, and one likely to appeal to young children.
Mrs.
Her little black nose goes sniffle, sniffle, snuffle, and her eyes go twinkle, twinkle, and beneath her little white cap are prickles! She is Mrs. Tiggy-winkle, the animals' laundress and ""an excellent clear-starcher"". She keeps busy with her work. She has found Lucy's lost things, and launders them for her. She also shows Lucie items belonging to Mrs.",A dust-pan and brush.,A dust pan and brush,0.1304328441619873,0.3753190040588379,0.046914875507354736,21.315200971666915,0.044464826583862305,520,8
What does Mrs. Tittlemouse keep beside her bed?,"Tittlemouse is a ""most terribly tidy little mouse always sweeping and dusting the soft sandy floors"" in the ""yards and yards"" of passages and storerooms, nut-cellars, and seed-cellars in her ""funny house"" amongst the roots of a hedge. She has a kitchen, a parlour, a pantry, a larder, and a bedroom where she keeps her dust-pan and brush next to her little box bed.
He discovers a butterfly in the sugar bowl, but when he finds the bees, he makes a big mess pulling out their nest. Mrs. Tittlemouse fears she ""shall go distracted"" as a result of the turmoil and takes refuge in the nut-cellar. When she finally ventures forth, she discovers everybody has left but her house is a mess. She takes some moss, beeswax, and twigs to partly close up her front door to keep Mr.
Tiggy-winkle [is] nothing but a HEDGEHOG!""
The narrator tells the reader that some thought Lucie had fallen asleep on the stile and dreamed the encounter, but if so, then how could she have three clean handkerchiefs and a laundered pinafore? ""Besides,"" the narrator assures the reader, ""I have seen that door into the back of the hill called Catbells – and besides I am very well acquainted with dear Mrs.
Mrs. Tittlemouse is a tale in which no humans play a part and one in which events are treated as though they have occurred since time immemorial and far from human observance. It is a simple story, and one likely to appeal to young children.
Mrs.
Her little black nose goes sniffle, sniffle, snuffle, and her eyes go twinkle, twinkle, and beneath her little white cap are prickles! She is Mrs. Tiggy-winkle, the animals' laundress and ""an excellent clear-starcher"". She keeps busy with her work. She has found Lucy's lost things, and launders them for her. She also shows Lucie items belonging to Mrs.",A dust-pan and brush.,A dust pan and brush,0.05758047103881836,0.3072938919067383,0.038411736488342285,26.033709783037107,0.030786514282226562,520,8
What does Mrs. Tittlemouse keep beside her bed?,"Tittlemouse is a ""most terribly tidy little mouse always sweeping and dusting the soft sandy floors"" in the ""yards and yards"" of passages and storerooms, nut-cellars, and seed-cellars in her ""funny house"" amongst the roots of a hedge. She has a kitchen, a parlour, a pantry, a larder, and a bedroom where she keeps her dust-pan and brush next to her little box bed.
He discovers a butterfly in the sugar bowl, but when he finds the bees, he makes a big mess pulling out their nest. Mrs. Tittlemouse fears she ""shall go distracted"" as a result of the turmoil and takes refuge in the nut-cellar. When she finally ventures forth, she discovers everybody has left but her house is a mess. She takes some moss, beeswax, and twigs to partly close up her front door to keep Mr.
Tiggy-winkle [is] nothing but a HEDGEHOG!""
The narrator tells the reader that some thought Lucie had fallen asleep on the stile and dreamed the encounter, but if so, then how could she have three clean handkerchiefs and a laundered pinafore? ""Besides,"" the narrator assures the reader, ""I have seen that door into the back of the hill called Catbells – and besides I am very well acquainted with dear Mrs.
Mrs. Tittlemouse is a tale in which no humans play a part and one in which events are treated as though they have occurred since time immemorial and far from human observance. It is a simple story, and one likely to appeal to young children.
Mrs.
Her little black nose goes sniffle, sniffle, snuffle, and her eyes go twinkle, twinkle, and beneath her little white cap are prickles! She is Mrs. Tiggy-winkle, the animals' laundress and ""an excellent clear-starcher"". She keeps busy with her work. She has found Lucy's lost things, and launders them for her. She also shows Lucie items belonging to Mrs.",A dust-pan and brush.,A dust pan and brush,0.07588410377502441,0.3280305862426758,0.04100382328033447,24.387969706220108,0.04465079307556152,520,8
What does Mrs. Tittlemouse keep beside her bed?,"Tittlemouse is a ""most terribly tidy little mouse always sweeping and dusting the soft sandy floors"" in the ""yards and yards"" of passages and storerooms, nut-cellars, and seed-cellars in her ""funny house"" amongst the roots of a hedge. She has a kitchen, a parlour, a pantry, a larder, and a bedroom where she keeps her dust-pan and brush next to her little box bed.
He discovers a butterfly in the sugar bowl, but when he finds the bees, he makes a big mess pulling out their nest. Mrs. Tittlemouse fears she ""shall go distracted"" as a result of the turmoil and takes refuge in the nut-cellar. When she finally ventures forth, she discovers everybody has left but her house is a mess. She takes some moss, beeswax, and twigs to partly close up her front door to keep Mr.
Tiggy-winkle [is] nothing but a HEDGEHOG!""
The narrator tells the reader that some thought Lucie had fallen asleep on the stile and dreamed the encounter, but if so, then how could she have three clean handkerchiefs and a laundered pinafore? ""Besides,"" the narrator assures the reader, ""I have seen that door into the back of the hill called Catbells – and besides I am very well acquainted with dear Mrs.
Mrs. Tittlemouse is a tale in which no humans play a part and one in which events are treated as though they have occurred since time immemorial and far from human observance. It is a simple story, and one likely to appeal to young children.
Mrs.
Her little black nose goes sniffle, sniffle, snuffle, and her eyes go twinkle, twinkle, and beneath her little white cap are prickles! She is Mrs. Tiggy-winkle, the animals' laundress and ""an excellent clear-starcher"". She keeps busy with her work. She has found Lucy's lost things, and launders them for her. She also shows Lucie items belonging to Mrs.",A dust-pan and brush.,A dust pan and brush,0.09267187118530273,0.3422384262084961,0.04277980327606201,23.375516562030636,0.06233716011047363,520,8
What does Mrs. Tittlemouse keep beside her bed?,"Tittlemouse is a ""most terribly tidy little mouse always sweeping and dusting the soft sandy floors"" in the ""yards and yards"" of passages and storerooms, nut-cellars, and seed-cellars in her ""funny house"" amongst the roots of a hedge. She has a kitchen, a parlour, a pantry, a larder, and a bedroom where she keeps her dust-pan and brush next to her little box bed.
He discovers a butterfly in the sugar bowl, but when he finds the bees, he makes a big mess pulling out their nest. Mrs. Tittlemouse fears she ""shall go distracted"" as a result of the turmoil and takes refuge in the nut-cellar. When she finally ventures forth, she discovers everybody has left but her house is a mess. She takes some moss, beeswax, and twigs to partly close up her front door to keep Mr.
Tiggy-winkle [is] nothing but a HEDGEHOG!""
The narrator tells the reader that some thought Lucie had fallen asleep on the stile and dreamed the encounter, but if so, then how could she have three clean handkerchiefs and a laundered pinafore? ""Besides,"" the narrator assures the reader, ""I have seen that door into the back of the hill called Catbells – and besides I am very well acquainted with dear Mrs.
Mrs. Tittlemouse is a tale in which no humans play a part and one in which events are treated as though they have occurred since time immemorial and far from human observance. It is a simple story, and one likely to appeal to young children.
Mrs.
Her little black nose goes sniffle, sniffle, snuffle, and her eyes go twinkle, twinkle, and beneath her little white cap are prickles! She is Mrs. Tiggy-winkle, the animals' laundress and ""an excellent clear-starcher"". She keeps busy with her work. She has found Lucy's lost things, and launders them for her. She also shows Lucie items belonging to Mrs.",A dust-pan and brush.,A dust pan and brush,0.06081390380859375,0.31110572814941406,0.03888821601867676,25.714730640246707,0.04362368583679199,520,8
What does Mrs. Tittlemouse keep beside her bed?,"Tittlemouse is a ""most terribly tidy little mouse always sweeping and dusting the soft sandy floors"" in the ""yards and yards"" of passages and storerooms, nut-cellars, and seed-cellars in her ""funny house"" amongst the roots of a hedge. She has a kitchen, a parlour, a pantry, a larder, and a bedroom where she keeps her dust-pan and brush next to her little box bed.
He discovers a butterfly in the sugar bowl, but when he finds the bees, he makes a big mess pulling out their nest. Mrs. Tittlemouse fears she ""shall go distracted"" as a result of the turmoil and takes refuge in the nut-cellar. When she finally ventures forth, she discovers everybody has left but her house is a mess. She takes some moss, beeswax, and twigs to partly close up her front door to keep Mr.
Tiggy-winkle [is] nothing but a HEDGEHOG!""
The narrator tells the reader that some thought Lucie had fallen asleep on the stile and dreamed the encounter, but if so, then how could she have three clean handkerchiefs and a laundered pinafore? ""Besides,"" the narrator assures the reader, ""I have seen that door into the back of the hill called Catbells – and besides I am very well acquainted with dear Mrs.
Mrs. Tittlemouse is a tale in which no humans play a part and one in which events are treated as though they have occurred since time immemorial and far from human observance. It is a simple story, and one likely to appeal to young children.
Mrs.
Her little black nose goes sniffle, sniffle, snuffle, and her eyes go twinkle, twinkle, and beneath her little white cap are prickles! She is Mrs. Tiggy-winkle, the animals' laundress and ""an excellent clear-starcher"". She keeps busy with her work. She has found Lucy's lost things, and launders them for her. She also shows Lucie items belonging to Mrs.",A dust-pan and brush.,A dust pan and brush,0.08066821098327637,0.33211612701416016,0.04151451587677002,24.087960051572296,0.05134296417236328,520,8
What does Mrs. Tittlemouse keep beside her bed?,"Tittlemouse is a ""most terribly tidy little mouse always sweeping and dusting the soft sandy floors"" in the ""yards and yards"" of passages and storerooms, nut-cellars, and seed-cellars in her ""funny house"" amongst the roots of a hedge. She has a kitchen, a parlour, a pantry, a larder, and a bedroom where she keeps her dust-pan and brush next to her little box bed.
He discovers a butterfly in the sugar bowl, but when he finds the bees, he makes a big mess pulling out their nest. Mrs. Tittlemouse fears she ""shall go distracted"" as a result of the turmoil and takes refuge in the nut-cellar. When she finally ventures forth, she discovers everybody has left but her house is a mess. She takes some moss, beeswax, and twigs to partly close up her front door to keep Mr.
Tiggy-winkle [is] nothing but a HEDGEHOG!""
The narrator tells the reader that some thought Lucie had fallen asleep on the stile and dreamed the encounter, but if so, then how could she have three clean handkerchiefs and a laundered pinafore? ""Besides,"" the narrator assures the reader, ""I have seen that door into the back of the hill called Catbells – and besides I am very well acquainted with dear Mrs.
Mrs. Tittlemouse is a tale in which no humans play a part and one in which events are treated as though they have occurred since time immemorial and far from human observance. It is a simple story, and one likely to appeal to young children.
Mrs.
Her little black nose goes sniffle, sniffle, snuffle, and her eyes go twinkle, twinkle, and beneath her little white cap are prickles! She is Mrs. Tiggy-winkle, the animals' laundress and ""an excellent clear-starcher"". She keeps busy with her work. She has found Lucy's lost things, and launders them for her. She also shows Lucie items belonging to Mrs.",A dust-pan and brush.,A dust pan and brush,0.11247467994689941,0.35546326637268066,0.04443290829658508,22.50584169114259,0.04990744590759277,520,8
What does Mrs. Tittlemouse keep beside her bed?,"Tittlemouse is a ""most terribly tidy little mouse always sweeping and dusting the soft sandy floors"" in the ""yards and yards"" of passages and storerooms, nut-cellars, and seed-cellars in her ""funny house"" amongst the roots of a hedge. She has a kitchen, a parlour, a pantry, a larder, and a bedroom where she keeps her dust-pan and brush next to her little box bed.
He discovers a butterfly in the sugar bowl, but when he finds the bees, he makes a big mess pulling out their nest. Mrs. Tittlemouse fears she ""shall go distracted"" as a result of the turmoil and takes refuge in the nut-cellar. When she finally ventures forth, she discovers everybody has left but her house is a mess. She takes some moss, beeswax, and twigs to partly close up her front door to keep Mr.
Tiggy-winkle [is] nothing but a HEDGEHOG!""
The narrator tells the reader that some thought Lucie had fallen asleep on the stile and dreamed the encounter, but if so, then how could she have three clean handkerchiefs and a laundered pinafore? ""Besides,"" the narrator assures the reader, ""I have seen that door into the back of the hill called Catbells – and besides I am very well acquainted with dear Mrs.
Mrs. Tittlemouse is a tale in which no humans play a part and one in which events are treated as though they have occurred since time immemorial and far from human observance. It is a simple story, and one likely to appeal to young children.
Mrs.
Her little black nose goes sniffle, sniffle, snuffle, and her eyes go twinkle, twinkle, and beneath her little white cap are prickles! She is Mrs. Tiggy-winkle, the animals' laundress and ""an excellent clear-starcher"". She keeps busy with her work. She has found Lucy's lost things, and launders them for her. She also shows Lucie items belonging to Mrs.",A dust-pan and brush.,A dust pan and brush,0.0478663444519043,0.2866365909576416,0.0358295738697052,27.909904919230005,0.04096651077270508,520,8
What does Mrs. Tittlemouse keep beside her bed?,"Tittlemouse is a ""most terribly tidy little mouse always sweeping and dusting the soft sandy floors"" in the ""yards and yards"" of passages and storerooms, nut-cellars, and seed-cellars in her ""funny house"" amongst the roots of a hedge. She has a kitchen, a parlour, a pantry, a larder, and a bedroom where she keeps her dust-pan and brush next to her little box bed.
He discovers a butterfly in the sugar bowl, but when he finds the bees, he makes a big mess pulling out their nest. Mrs. Tittlemouse fears she ""shall go distracted"" as a result of the turmoil and takes refuge in the nut-cellar. When she finally ventures forth, she discovers everybody has left but her house is a mess. She takes some moss, beeswax, and twigs to partly close up her front door to keep Mr.
Tiggy-winkle [is] nothing but a HEDGEHOG!""
The narrator tells the reader that some thought Lucie had fallen asleep on the stile and dreamed the encounter, but if so, then how could she have three clean handkerchiefs and a laundered pinafore? ""Besides,"" the narrator assures the reader, ""I have seen that door into the back of the hill called Catbells – and besides I am very well acquainted with dear Mrs.
Mrs. Tittlemouse is a tale in which no humans play a part and one in which events are treated as though they have occurred since time immemorial and far from human observance. It is a simple story, and one likely to appeal to young children.
Mrs.
Her little black nose goes sniffle, sniffle, snuffle, and her eyes go twinkle, twinkle, and beneath her little white cap are prickles! She is Mrs. Tiggy-winkle, the animals' laundress and ""an excellent clear-starcher"". She keeps busy with her work. She has found Lucy's lost things, and launders them for her. She also shows Lucie items belonging to Mrs.",A dust-pan and brush.,A dust pan and brush,0.04670977592468262,0.28536105155944824,0.03567013144493103,28.03465979775936,0.026161670684814453,520,8
What does Mrs. Tittlemouse keep beside her bed?,"Tittlemouse is a ""most terribly tidy little mouse always sweeping and dusting the soft sandy floors"" in the ""yards and yards"" of passages and storerooms, nut-cellars, and seed-cellars in her ""funny house"" amongst the roots of a hedge. She has a kitchen, a parlour, a pantry, a larder, and a bedroom where she keeps her dust-pan and brush next to her little box bed.
He discovers a butterfly in the sugar bowl, but when he finds the bees, he makes a big mess pulling out their nest. Mrs. Tittlemouse fears she ""shall go distracted"" as a result of the turmoil and takes refuge in the nut-cellar. When she finally ventures forth, she discovers everybody has left but her house is a mess. She takes some moss, beeswax, and twigs to partly close up her front door to keep Mr.
Tiggy-winkle [is] nothing but a HEDGEHOG!""
The narrator tells the reader that some thought Lucie had fallen asleep on the stile and dreamed the encounter, but if so, then how could she have three clean handkerchiefs and a laundered pinafore? ""Besides,"" the narrator assures the reader, ""I have seen that door into the back of the hill called Catbells – and besides I am very well acquainted with dear Mrs.
Mrs. Tittlemouse is a tale in which no humans play a part and one in which events are treated as though they have occurred since time immemorial and far from human observance. It is a simple story, and one likely to appeal to young children.
Mrs.
Her little black nose goes sniffle, sniffle, snuffle, and her eyes go twinkle, twinkle, and beneath her little white cap are prickles! She is Mrs. Tiggy-winkle, the animals' laundress and ""an excellent clear-starcher"". She keeps busy with her work. She has found Lucy's lost things, and launders them for her. She also shows Lucie items belonging to Mrs.",A dust-pan and brush.,A dust pan and brush,0.047666311264038086,0.28500890731811523,0.035626113414764404,28.069298167831395,0.026501893997192383,520,8
